home_zcta,home_county,atl_workers,synthetic_members,zcta_latitude,zcta_longitude,nearest_marta_station,nearest_marta_node_code,distance_to_marta_miles,nearest_xpress_park_ride,nearest_xpress_node_code,nearest_xpress_route_ids,distance_to_xpress_miles,outside_marta_10_miles,xpress_access_within_10_miles,xpress_extension_candidate
31512,"Coffee County, GA",1,0,31.545696,-83.018356,AIRPORT STATION,MARTA-AIRPORT,166.90,McDonough Park and Ride,XPRESS-400014,430,145.97,true,false,false
31535,"Coffee County, GA",1,0,31.459541,-82.867327,AIRPORT STATION,MARTA-AIRPORT,176.53,McDonough Park and Ride,XPRESS-400014,430,155.43,true,false,false
31537,"Camden County, GA",1,0,30.926545,-82.176473,AIRPORT STATION,MARTA-AIRPORT,229.64,McDonough Park and Ride,XPRESS-400014,430,208.20,true,false,false
31539,"Jeff Davis County, GA",1,0,31.813918,-82.602233,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,164.91,McDonough Park and Ride,XPRESS-400014,430,143.91,true,false,false
31542,"Brantley County, GA",1,0,31.142701,-82.119407,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,219.26,McDonough Park and Ride,XPRESS-400014,430,197.97,true,false,false
31546,"Wayne County, GA",1,0,31.530265,-81.794871,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,209.76,McDonough Park and Ride,XPRESS-400014,430,190.62,true,false,false
31554,"Coffee County, GA",1,0,31.485797,-82.620517,AIRPORT STATION,MARTA-AIRPORT,182.93,McDonough Park and Ride,XPRESS-400014,430,161.49,true,false,false
31555,"Appling County, GA",1,0,31.703058,-82.069441,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,190.12,McDonough Park and Ride,XPRESS-400014,430,170.71,true,false,false
31565,"Camden County, GA",1,0,31.070708,-81.643418,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,239.83,McDonough Park and Ride,XPRESS-400014,430,219.69,true,false,false
31566,"Brantley County, GA",1,0,31.182755,-81.805594,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,227.82,McDonough Park and Ride,XPRESS-400014,430,207.54,true,false,false
31568,"Camden County, GA",1,0,31.013390,-81.819102,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,236.73,McDonough Park and Ride,XPRESS-400014,430,215.96,true,false,false
31569,"Camden County, GA",1,0,30.933780,-81.737076,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,244.03,McDonough Park and Ride,XPRESS-400014,430,223.29,true,false,false
31622,"Berrien County, GA",1,0,31.372347,-83.199344,AIRPORT STATION,MARTA-AIRPORT,172.74,McDonough Park and Ride,XPRESS-400014,430,152.43,true,false,false
31624,"Atkinson County, GA",1,0,31.296189,-82.730338,AIRPORT STATION,MARTA-AIRPORT,190.37,McDonough Park and Ride,XPRESS-400014,430,169.23,true,false,false
31626,"Thomas County, GA",1,0,30.775610,-83.803086,AIRPORT STATION,MARTA-AIRPORT,201.49,McDonough Park and Ride,XPRESS-400014,430,183.83,true,false,false
31632,"Cook County, GA",1,0,30.986260,-83.354900,AIRPORT STATION,MARTA-AIRPORT,194.15,McDonough Park and Ride,XPRESS-400014,430,174.75,true,false,false
31634,"Clinch County, GA",1,0,31.030510,-82.732846,AIRPORT STATION,MARTA-AIRPORT,206.21,McDonough Park and Ride,XPRESS-400014,430,185.34,true,false,false
31636,"Echols County, GA",1,0,30.730986,-83.111372,AIRPORT STATION,MARTA-AIRPORT,215.65,McDonough Park and Ride,XPRESS-400014,430,195.86,true,false,false
31637,"Colquitt County, GA",1,0,31.295961,-83.440219,AIRPORT STATION,MARTA-AIRPORT,172.28,McDonough Park and Ride,XPRESS-400014,430,152.79,true,false,false
31637,"Cook County, GA",1,0,31.295961,-83.440219,AIRPORT STATION,MARTA-AIRPORT,172.28,McDonough Park and Ride,XPRESS-400014,430,152.79,true,false,false
31638,"Brooks County, GA",1,0,30.906417,-83.512186,AIRPORT STATION,MARTA-AIRPORT,196.63,McDonough Park and Ride,XPRESS-400014,430,177.81,true,false,false
31641,"Lanier County, GA",1,0,30.921011,-83.093576,AIRPORT STATION,MARTA-AIRPORT,203.83,McDonough Park and Ride,XPRESS-400014,430,183.80,true,false,false
31642,"Atkinson County, GA",1,0,31.262789,-82.883197,AIRPORT STATION,MARTA-AIRPORT,187.86,McDonough Park and Ride,XPRESS-400014,430,167.01,true,false,false
31645,"Lowndes County, GA",1,0,31.060719,-83.218688,AIRPORT STATION,MARTA-AIRPORT,192.11,McDonough Park and Ride,XPRESS-400014,430,172.24,true,false,false
31647,"Cook County, GA",1,0,31.211229,-83.431690,AIRPORT STATION,MARTA-AIRPORT,177.97,McDonough Park and Ride,XPRESS-400014,430,158.55,true,false,false
31648,"Echols County, GA",1,0,30.708359,-83.008370,AIRPORT STATION,MARTA-AIRPORT,219.35,McDonough Park and Ride,XPRESS-400014,430,199.34,true,false,false
31650,"Atkinson County, GA",1,0,31.370002,-83.018941,AIRPORT STATION,MARTA-AIRPORT,177.56,McDonough Park and Ride,XPRESS-400014,430,156.84,true,false,false
31698,"Lowndes County, GA",1,0,30.848992,-83.289627,AIRPORT STATION,MARTA-AIRPORT,204.37,McDonough Park and Ride,XPRESS-400014,430,184.93,true,false,false
31705,"Worth County, GA",1,0,31.516890,-84.042942,AIRPORT STATION,MARTA-AIRPORT,148.60,McDonough Park and Ride,XPRESS-400014,430,131.52,true,false,false
31721,"Terrell County, GA",1,0,31.525260,-84.301465,AIRPORT STATION,MARTA-AIRPORT,146.40,McDonough Park and Ride,XPRESS-400014,430,130.89,true,false,false
31733,"Tift County, GA",1,0,31.593190,-83.489763,AIRPORT STATION,MARTA-AIRPORT,152.01,McDonough Park and Ride,XPRESS-400014,430,132.29,true,false,false
31765,"Mitchell County, GA",1,0,31.087551,-84.027154,AIRPORT STATION,MARTA-AIRPORT,178.08,McDonough Park and Ride,XPRESS-400014,430,161.19,true,false,false
31775,"Colquitt County, GA",1,0,31.334299,-83.598864,AIRPORT STATION,MARTA-AIRPORT,166.82,McDonough Park and Ride,XPRESS-400014,430,147.85,true,false,false
31778,"Brooks County, GA",1,0,30.974992,-83.700075,AIRPORT STATION,MARTA-AIRPORT,189.25,McDonough Park and Ride,XPRESS-400014,430,171.05,true,false,false
31781,"Worth County, GA",1,0,31.560566,-83.796317,AIRPORT STATION,MARTA-AIRPORT,148.61,McDonough Park and Ride,XPRESS-400014,430,130.21,true,false,false
31796,"Worth County, GA",1,0,31.771231,-83.875011,AIRPORT STATION,MARTA-AIRPORT,133.36,McDonough Park and Ride,XPRESS-400014,430,115.09,true,false,false
31822,"Meriwether County, GA",1,0,32.864979,-84.910348,AIRPORT STATION,MARTA-AIRPORT,59.92,Newnan Park and Ride,XPRESS-400015,453,38.77,true,false,false
31823,"Harris County, GA",1,0,32.797846,-84.811418,AIRPORT STATION,MARTA-AIRPORT,61.93,Newnan Park and Ride,XPRESS-400015,453,42.17,true,false,false
31825,"Stewart County, GA",1,0,32.116195,-84.670900,AIRPORT STATION,MARTA-AIRPORT,106.13,Newnan Park and Ride,XPRESS-400015,453,89.01,true,false,false
39827,"Grady County, GA",1,0,30.947615,-84.210378,AIRPORT STATION,MARTA-AIRPORT,186.57,McDonough Park and Ride,XPRESS-400014,430,170.62,true,false,false
39842,"Terrell County, GA",1,0,31.754312,-84.435527,AIRPORT STATION,MARTA-AIRPORT,130.33,Newnan Park and Ride,XPRESS-400015,453,115.19,true,false,false
39846,"Calhoun County, GA",1,0,31.568955,-84.745986,AIRPORT STATION,MARTA-AIRPORT,144.19,Newnan Park and Ride,XPRESS-400015,453,126.78,true,false,false
39859,"Seminole County, GA",1,0,30.987638,-84.812759,AIRPORT STATION,MARTA-AIRPORT,184.54,Newnan Park and Ride,XPRESS-400015,453,167.02,true,false,false
