home_zcta,home_county,atl_workers,synthetic_members,zcta_latitude,zcta_longitude,nearest_marta_station,nearest_marta_node_code,distance_to_marta_miles
30817,"Lincoln County, GA",4,0,33.778388,-82.430194,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,103.33
31008,"Crawford County, GA",4,0,32.665355,-83.786087,AIRPORT STATION,MARTA-AIRPORT,77.45
31044,"Twiggs County, GA",4,0,32.656173,-83.390884,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,90.94
31075,"Laurens County, GA",4,0,32.360956,-82.954646,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,122.16
31092,"Dooly County, GA",4,0,32.089661,-83.782665,AIRPORT STATION,MARTA-AIRPORT,113.87
31302,"Chatham County, GA",4,0,32.125813,-81.340394,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,202.38
31411,"Chatham County, GA",4,0,31.937542,-81.034252,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,224.53
31503,"Ware County, GA",4,0,31.176879,-82.401293,AIRPORT STATION,MARTA-AIRPORT,207.84
31545,"Wayne County, GA",4,0,31.572560,-81.990861,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,199.99
31620,"Cook County, GA",4,0,31.117296,-83.434236,AIRPORT STATION,MARTA-AIRPORT,184.07
31709,"Sumter County, GA",4,0,32.046416,-84.149578,AIRPORT STATION,MARTA-AIRPORT,111.48
31791,"Worth County, GA",4,0,31.528949,-83.894253,AIRPORT STATION,MARTA-AIRPORT,149.39
31831,"Harris County, GA",4,0,32.666859,-84.704799,AIRPORT STATION,MARTA-AIRPORT,68.92
39845,"Seminole County, GA",4,0,30.951450,-84.892724,AIRPORT STATION,MARTA-AIRPORT,187.62
30024,"Fulton County, GA",3,0,34.063485,-84.091100,DORAVILLE STATION,MARTA-DORAVILLE,15.55
30106,"Douglas County, GA",3,0,33.832880,-84.628055,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,10.59
30124,"Floyd County, GA",3,0,34.133736,-85.345827,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,56.65
30147,"Floyd County, GA",3,0,34.134940,-85.222060,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,50.51
30170,"Heard County, GA",3,0,33.432792,-85.164674,AIRPORT STATION,MARTA-AIRPORT,43.80
30177,"Pickens County, GA",3,0,34.407133,-84.373997,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,31.97
30285,"Pike County, GA",3,0,32.987673,-84.258191,AIRPORT STATION,MARTA-AIRPORT,46.40
30322,"DeKalb County, GA",3,0,33.794605,-84.325247,EAST LAKE STATION,MARTA-EAST-LAKE,2.15
30337,"Clayton County, GA",3,0,33.640147,-84.450081,AIRPORT STATION,MARTA-AIRPORT,0.23
30401,"Emanuel County, GA",3,0,32.604730,-82.347998,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,135.33
30427,"Tattnall County, GA",3,0,31.922905,-81.962446,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,183.30
30467,"Screven County, GA",3,0,32.753793,-81.603534,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,167.16
30474,"Toombs County, GA",3,0,32.223996,-82.413685,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,149.92
30520,"Hart County, GA",3,0,34.339924,-83.082702,DORAVILLE STATION,MARTA-DORAVILLE,74.90
30521,"Franklin County, GA",3,0,34.362448,-83.292322,DORAVILLE STATION,MARTA-DORAVILLE,64.85
30538,"Stephens County, GA",3,0,34.500986,-83.263844,DORAVILLE STATION,MARTA-DORAVILLE,71.32
30552,"Rabun County, GA",3,0,34.773831,-83.470714,DORAVILLE STATION,MARTA-DORAVILLE,75.89
30576,"Rabun County, GA",3,0,34.834589,-83.452139,DORAVILLE STATION,MARTA-DORAVILLE,79.88
30582,"Towns County, GA",3,0,34.956451,-83.909789,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,74.41
30622,"Oconee County, GA",3,0,33.921282,-83.530830,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,41.43
30624,"Elbert County, GA",3,0,34.181024,-83.037941,DORAVILLE STATION,MARTA-DORAVILLE,73.72
30625,"Morgan County, GA",3,0,33.520284,-83.333530,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,54.34
30630,"Oglethorpe County, GA",3,0,33.900360,-83.145329,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,62.87
30634,"Elbert County, GA",3,0,34.202177,-82.942226,DORAVILLE STATION,MARTA-DORAVILLE,79.38
30648,"Oglethorpe County, GA",3,0,33.870769,-83.038175,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,68.73
30663,"Morgan County, GA",3,0,33.615505,-83.600295,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,37.71
30710,"Whitfield County, GA",3,0,34.938823,-84.917315,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,75.74
30731,"Chattooga County, GA",3,0,34.564178,-85.471885,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,76.71
30734,"Pickens County, GA",3,0,34.532804,-84.714916,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,45.48
30741,"Catoosa County, GA",3,0,34.952695,-85.281295,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,87.31
31002,"Emanuel County, GA",3,0,32.554049,-82.595322,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,126.45
31002,"Johnson County, GA",3,0,32.554049,-82.595322,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,126.45
31033,"Jones County, GA",3,0,33.079307,-83.434007,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,66.18
31096,"Johnson County, GA",3,0,32.723291,-82.707266,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,113.86
31097,"Upson County, GA",3,0,32.890411,-84.166895,AIRPORT STATION,MARTA-AIRPORT,54.28
31217,"Jones County, GA",3,0,32.844147,-83.500044,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,76.58
31315,"Liberty County, GA",3,0,31.887679,-81.606009,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,200.26
31320,"Liberty County, GA",3,0,31.765504,-81.368411,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,216.33
31321,"Bryan County, GA",3,0,32.185062,-81.659794,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,184.85
31329,"Effingham County, GA",3,0,32.427261,-81.350003,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,190.73
31501,"Ware County, GA",3,0,31.227596,-82.347944,AIRPORT STATION,MARTA-AIRPORT,206.79
31513,"Appling County, GA",3,0,31.777421,-82.346004,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,175.84
31537,"Charlton County, GA",3,0,30.926545,-82.176473,AIRPORT STATION,MARTA-AIRPORT,229.64
31636,"Lowndes County, GA",3,0,30.730986,-83.111372,AIRPORT STATION,MARTA-AIRPORT,215.65
31643,"Brooks County, GA",3,0,30.773089,-83.556898,AIRPORT STATION,MARTA-AIRPORT,204.83
31701,"Dougherty County, GA",3,0,31.573054,-84.154783,AIRPORT STATION,MARTA-AIRPORT,143.85
31714,"Turner County, GA",3,0,31.708107,-83.678402,AIRPORT STATION,MARTA-AIRPORT,140.79
31779,"Mitchell County, GA",3,0,31.090181,-84.191684,AIRPORT STATION,MARTA-AIRPORT,176.84
31780,"Sumter County, GA",3,0,32.027683,-84.391222,AIRPORT STATION,MARTA-AIRPORT,111.48
31793,"Tift County, GA",3,0,31.461884,-83.581210,AIRPORT STATION,MARTA-AIRPORT,158.74
31808,"Muscogee County, GA",3,0,32.631610,-85.010550,AIRPORT STATION,MARTA-AIRPORT,76.98
31820,"Harris County, GA",3,0,32.575774,-84.829099,AIRPORT STATION,MARTA-AIRPORT,76.83
31822,"Harris County, GA",3,0,32.864979,-84.910348,AIRPORT STATION,MARTA-AIRPORT,59.92
31833,"Harris County, GA",3,0,32.842900,-85.091845,AIRPORT STATION,MARTA-AIRPORT,66.55
31901,"Muscogee County, GA",3,0,32.464350,-84.980144,AIRPORT STATION,MARTA-AIRPORT,86.95
31905,"Chattahoochee County, GA",3,0,32.372789,-84.843361,AIRPORT STATION,MARTA-AIRPORT,90.57
39817,"Decatur County, GA",3,0,30.947881,-84.593427,AIRPORT STATION,MARTA-AIRPORT,186.24
39825,"Decatur County, GA",3,0,30.930767,-84.740763,AIRPORT STATION,MARTA-AIRPORT,188.02
30028,"Cherokee County, GA",2,0,34.293159,-84.175907,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,26.22
30040,"Cherokee County, GA",2,0,34.223434,-84.176440,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,21.86
30055,"Jasper County, GA",2,0,33.497411,-83.749784,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,33.40
30101,"Bartow County, GA",2,0,34.034515,-84.707349,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,20.99
30104,"Polk County, GA",2,0,34.088874,-85.070382,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,41.48
30105,"Floyd County, GA",2,0,34.432548,-85.172442,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,57.51
30122,"Cobb County, GA",2,0,33.766909,-84.641356,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,9.91
30139,"Pickens County, GA",2,0,34.432341,-84.705495,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,39.13
30148,"Pickens County, GA",2,0,34.460490,-84.265701,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,36.02
30149,"Floyd County, GA",2,0,34.316789,-85.220289,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,55.65
30175,"Gilmer County, GA",2,0,34.534915,-84.526711,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,41.92
30179,"Haralson County, GA",2,0,33.781553,-85.014782,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,31.37
30223,"Henry County, GA",2,0,33.288794,-84.279919,AIRPORT STATION,MARTA-AIRPORT,26.13
30229,"Coweta County, GA",2,0,33.227934,-84.570341,AIRPORT STATION,MARTA-AIRPORT,29.39
30248,"Butts County, GA",2,0,33.350460,-84.109119,AIRPORT STATION,MARTA-AIRPORT,27.91
30263,"Heard County, GA",2,0,33.388415,-84.858937,AIRPORT STATION,MARTA-AIRPORT,29.48
30272,"Fulton County, GA",2,0,33.623122,-84.501756,AIRPORT STATION,MARTA-AIRPORT,3.42
30317,"Fulton County, GA",2,0,33.747989,-84.315586,EAST LAKE STATION,MARTA-EAST-LAKE,1.20
30334,"Fulton County, GA",2,0,33.748652,-84.387894,GEORGIA STATE STATION,MARTA-GEORGIA-STATE,0.15
30415,"Bulloch County, GA",2,0,32.324484,-81.603497,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,181.93
30417,"Evans County, GA",2,0,32.170468,-81.920992,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,173.53
30428,"Wheeler County, GA",2,0,32.224545,-82.715130,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,138.20
30434,"Jefferson County, GA",2,0,33.024570,-82.366309,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,119.17
30445,"Montgomery County, GA",2,0,32.165598,-82.580717,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,146.35
30454,"Laurens County, GA",2,0,32.436077,-82.730358,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,126.57
30477,"Jefferson County, GA",2,0,32.862554,-82.400822,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,122.78
30511,"Banks County, GA",2,0,34.449686,-83.486693,DORAVILLE STATION,MARTA-DORAVILLE,59.07
30511,"Habersham County, GA",2,0,34.449686,-83.486693,DORAVILLE STATION,MARTA-DORAVILLE,59.07
30516,"Hart County, GA",2,0,34.380913,-83.030697,DORAVILLE STATION,MARTA-DORAVILLE,78.76
30520,"Franklin County, GA",2,0,34.339924,-83.082702,DORAVILLE STATION,MARTA-DORAVILLE,74.90
30522,"Gilmer County, GA",2,0,34.783680,-84.343730,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,57.98
30533,"Hall County, GA",2,0,34.570958,-84.013764,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,47.51
30557,"Franklin County, GA",2,0,34.479752,-83.184905,DORAVILLE STATION,MARTA-DORAVILLE,74.25
30619,"Oglethorpe County, GA",2,0,33.855797,-83.244711,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,56.84
30627,"Oglethorpe County, GA",2,0,33.972176,-82.963748,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,73.94
30656,"Barrow County, GA",2,0,33.862137,-83.716175,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,30.14
30660,"Wilkes County, GA",2,0,33.782663,-82.931267,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,74.56
30662,"Hart County, GA",2,0,34.266966,-83.137564,DORAVILLE STATION,MARTA-DORAVILLE,70.10
30665,"Greene County, GA",2,0,33.537349,-83.073991,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,68.37
30666,"Oconee County, GA",2,0,33.962087,-83.584602,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,39.30
30668,"Wilkes County, GA",2,0,33.895747,-82.697208,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,88.37
30669,"Greene County, GA",2,0,33.676431,-83.118117,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,64.19
30725,"Walker County, GA",2,0,34.924777,-85.352675,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,88.34
30734,"Gordon County, GA",2,0,34.532804,-84.714916,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,45.48
30735,"Whitfield County, GA",2,0,34.602883,-84.882661,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,54.48
30808,"McDuffie County, GA",2,0,33.384114,-82.391923,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,109.08
30813,"Richmond County, GA",2,0,33.466744,-82.228209,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,117.03
30909,"Columbia County, GA",2,0,33.470481,-82.083045,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,125.21
31008,"Houston County, GA",2,0,32.665355,-83.786087,AIRPORT STATION,MARTA-AIRPORT,77.45
31014,"Bleckley County, GA",2,0,32.415886,-83.349077,AIRPORT STATION,MARTA-AIRPORT,105.82
31020,"Twiggs County, GA",2,0,32.654482,-83.498453,AIRPORT STATION,MARTA-AIRPORT,87.45
31031,"Baldwin County, GA",2,0,32.866286,-83.328340,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,81.27
31037,"Telfair County, GA",2,0,32.121561,-82.936280,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,136.35
31038,"Jasper County, GA",2,0,33.142498,-83.621399,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,55.74
31042,"Wilkinson County, GA",2,0,32.743643,-83.189114,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,92.95
31068,"Macon County, GA",2,0,32.332742,-84.111143,AIRPORT STATION,MARTA-AIRPORT,92.42
31098,"Houston County, GA",2,0,32.614825,-83.578435,AIRPORT STATION,MARTA-AIRPORT,86.85
31301,"Liberty County, GA",2,0,31.758253,-81.605053,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,206.30
31307,"Effingham County, GA",2,0,32.176410,-81.397610,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,197.63
31308,"Bryan County, GA",2,0,32.180316,-81.471290,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,193.95
31328,"Chatham County, GA",2,0,32.004330,-80.890787,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,228.90
31331,"McIntosh County, GA",2,0,31.490245,-81.421511,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,226.92
31409,"Chatham County, GA",2,0,32.015561,-81.144830,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,216.12
31533,"Coffee County, GA",2,0,31.562738,-82.829020,AIRPORT STATION,MARTA-AIRPORT,171.66
31543,"Brantley County, GA",2,0,31.326469,-81.869695,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,217.67
31547,"Camden County, GA",2,0,30.790347,-81.535288,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,259.10
31555,"Wayne County, GA",2,0,31.703058,-82.069441,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,190.12
31639,"Berrien County, GA",2,0,31.213259,-83.190862,AIRPORT STATION,MARTA-AIRPORT,182.99
31712,"Crisp County, GA",2,0,31.819358,-83.719208,AIRPORT STATION,MARTA-AIRPORT,132.74
31749,"Berrien County, GA",2,0,31.420536,-83.330120,AIRPORT STATION,MARTA-AIRPORT,166.60
31779,"Grady County, GA",2,0,31.090181,-84.191684,AIRPORT STATION,MARTA-AIRPORT,176.84
31801,"Talbot County, GA",2,0,32.519338,-84.594755,AIRPORT STATION,MARTA-AIRPORT,77.94
31803,"Marion County, GA",2,0,32.307436,-84.517208,AIRPORT STATION,MARTA-AIRPORT,92.20
31805,"Chattahoochee County, GA",2,0,32.263056,-84.739509,AIRPORT STATION,MARTA-AIRPORT,96.68
31806,"Schley County, GA",2,0,32.260168,-84.299506,AIRPORT STATION,MARTA-AIRPORT,95.75
31807,"Harris County, GA",2,0,32.644701,-84.804532,AIRPORT STATION,MARTA-AIRPORT,71.86
31812,"Talbot County, GA",2,0,32.634887,-84.425090,AIRPORT STATION,MARTA-AIRPORT,69.50
31826,"Talbot County, GA",2,0,32.800237,-84.703065,AIRPORT STATION,MARTA-AIRPORT,59.93
31827,"Talbot County, GA",2,0,32.695522,-84.503751,AIRPORT STATION,MARTA-AIRPORT,65.38
31836,"Talbot County, GA",2,0,32.796402,-84.535090,AIRPORT STATION,MARTA-AIRPORT,58.55
39819,"Decatur County, GA",2,0,30.785401,-84.645153,AIRPORT STATION,MARTA-AIRPORT,197.62
39837,"Miller County, GA",2,0,31.152104,-84.677706,AIRPORT STATION,MARTA-AIRPORT,172.47
39840,"Randolph County, GA",2,0,31.781300,-84.764124,AIRPORT STATION,MARTA-AIRPORT,129.79
30012,"DeKalb County, GA",1,0,33.717806,-84.002515,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,13.52
30016,"Rockdale County, GA",1,0,33.517433,-83.928703,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,24.56
30052,"Newton County, GA",1,0,33.817047,-83.897315,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,19.34
30056,"Jasper County, GA",1,0,33.491974,-83.650144,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,38.46
30056,"Morgan County, GA",1,0,33.491974,-83.650144,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,38.46
30056,"Newton County, GA",1,0,33.491974,-83.650144,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,38.46
30058,"Rockdale County, GA",1,0,33.738350,-84.107376,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,7.34
30070,"Newton County, GA",1,0,33.573282,-83.895589,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,23.51
30103,"Floyd County, GA",1,0,34.363242,-84.920192,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,43.27
30103,"Gordon County, GA",1,0,34.363242,-84.920192,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,43.27
30104,"Bartow County, GA",1,0,34.088874,-85.070382,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,41.48
30104,"Floyd County, GA",1,0,34.088874,-85.070382,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,41.48
30107,"Pickens County, GA",1,0,34.336098,-84.345464,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,27.05
30108,"Heard County, GA",1,0,33.531700,-85.262996,COLLEGE PARK STATION,MARTA-COLLEGE-PARK,47.58
30110,"Carroll County, GA",1,0,33.739243,-85.135434,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,38.27
30113,"Polk County, GA",1,0,33.850746,-85.205308,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,42.76
30118,"Carroll County, GA",1,0,33.572902,-85.099437,COLLEGE PARK STATION,MARTA-COLLEGE-PARK,37.83
30125,"Floyd County, GA",1,0,34.000642,-85.276805,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,49.33
30139,"Bartow County, GA",1,0,34.432341,-84.705495,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,39.13
30145,"Floyd County, GA",1,0,34.245660,-84.985878,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,41.55
30161,"Bartow County, GA",1,0,34.236230,-85.173993,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,50.89
30182,"Carroll County, GA",1,0,33.655819,-85.248832,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,45.31
30183,"Bartow County, GA",1,0,34.338804,-84.602425,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,30.63
30233,"Newton County, GA",1,0,33.294709,-83.975561,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,35.94
30251,"Coweta County, GA",1,0,33.198174,-84.698112,AIRPORT STATION,MARTA-AIRPORT,33.84
30256,"Lamar County, GA",1,0,33.007484,-84.309900,AIRPORT STATION,MARTA-AIRPORT,44.44
30258,"Upson County, GA",1,0,32.990854,-84.470041,AIRPORT STATION,MARTA-AIRPORT,44.91
30350,"DeKalb County, GA",1,0,33.980254,-84.330016,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,2.91
30410,"Montgomery County, GA",1,0,32.188589,-82.513470,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,147.74
30411,"Wheeler County, GA",1,0,32.124102,-82.793957,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,140.91
30421,"Tattnall County, GA",1,0,32.185377,-82.110912,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,164.50
30427,"Long County, GA",1,0,31.922905,-81.962446,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,183.30
30434,"Burke County, GA",1,0,33.024570,-82.366309,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,119.17
30436,"Toombs County, GA",1,0,32.154894,-82.293036,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,158.27
30442,"Burke County, GA",1,0,32.816174,-81.969847,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,146.18
30442,"Jenkins County, GA",1,0,32.816174,-81.969847,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,146.18
30453,"Tattnall County, GA",1,0,32.026236,-82.111225,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,172.08
30455,"Screven County, GA",1,0,32.698330,-81.809862,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,158.21
30456,"Burke County, GA",1,0,32.980717,-81.796140,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,150.61
30457,"Treutlen County, GA",1,0,32.399851,-82.560890,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,135.24
30470,"Montgomery County, GA",1,0,32.358929,-82.497531,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,139.85
30471,"Emanuel County, GA",1,0,32.543263,-82.180910,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,145.68
30473,"Montgomery County, GA",1,0,32.015476,-82.473052,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,158.35
30510,"Hall County, GA",1,0,34.444872,-83.570707,DORAVILLE STATION,MARTA-DORAVILLE,55.24
30512,"Fannin County, GA",1,0,34.856753,-83.967998,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,66.81
30530,"Jackson County, GA",1,0,34.222921,-83.393799,DORAVILLE STATION,MARTA-DORAVILLE,55.39
30530,"Madison County, GA",1,0,34.222921,-83.393799,DORAVILLE STATION,MARTA-DORAVILLE,55.39
30536,"Dawson County, GA",1,0,34.652002,-84.359442,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,48.87
30547,"Banks County, GA",1,0,34.362021,-83.455617,DORAVILLE STATION,MARTA-DORAVILLE,56.88
30554,"Banks County, GA",1,0,34.398088,-83.661905,DORAVILLE STATION,MARTA-DORAVILLE,49.24
30555,"Fannin County, GA",1,0,34.969398,-84.419515,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,70.89
30557,"Stephens County, GA",1,0,34.479752,-83.184905,DORAVILLE STATION,MARTA-DORAVILLE,74.25
30567,"Hall County, GA",1,0,34.180798,-83.676554,DORAVILLE STATION,MARTA-DORAVILLE,39.58
30568,"Rabun County, GA",1,0,34.954844,-83.411111,DORAVILLE STATION,MARTA-DORAVILLE,87.99
30571,"White County, GA",1,0,34.716280,-83.682150,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,65.77
30572,"Union County, GA",1,0,34.735793,-84.072507,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,57.02
30577,"Banks County, GA",1,0,34.556243,-83.328905,DORAVILLE STATION,MARTA-DORAVILLE,70.69
30577,"Franklin County, GA",1,0,34.556243,-83.328905,DORAVILLE STATION,MARTA-DORAVILLE,70.69
30597,"Lumpkin County, GA",1,0,34.527577,-83.984589,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,45.56
30602,"Clarke County, GA",1,0,33.943919,-83.373855,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,50.54
30622,"Clarke County, GA",1,0,33.921282,-83.530830,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,41.43
30623,"Morgan County, GA",1,0,33.728681,-83.513005,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,41.25
30628,"Oglethorpe County, GA",1,0,34.032089,-83.215974,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,60.88
30631,"Taliaferro County, GA",1,0,33.558262,-82.866495,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,79.73
30634,"Hart County, GA",1,0,34.202177,-82.942226,DORAVILLE STATION,MARTA-DORAVILLE,79.38
30641,"Walton County, GA",1,0,33.769567,-83.564750,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,38.17
30667,"Oglethorpe County, GA",1,0,33.796889,-83.175513,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,60.55
30678,"Greene County, GA",1,0,33.453017,-83.065918,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,70.44
30683,"Oglethorpe County, GA",1,0,33.946841,-83.257109,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,57.11
30707,"Catoosa County, GA",1,0,34.778911,-85.365300,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,81.41
30721,"Murray County, GA",1,0,34.792977,-84.908686,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,66.52
30730,"Chattooga County, GA",1,0,34.363770,-85.416023,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,67.11
30731,"Dade County, GA",1,0,34.564178,-85.471885,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,76.71
30735,"Gordon County, GA",1,0,34.602883,-84.882661,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,54.48
30736,"Whitfield County, GA",1,0,34.902401,-85.134056,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,79.62
30738,"Walker County, GA",1,0,34.796552,-85.480936,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,87.01
30739,"Catoosa County, GA",1,0,34.805906,-85.215958,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,77.06
30739,"Walker County, GA",1,0,34.805906,-85.215958,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,77.06
30755,"Whitfield County, GA",1,0,34.869366,-85.040664,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,74.83
